Land;Jahr;Anteil_BIP_Prozent;Militaerausgaben_Mio_USD_konst2023;Quelle
Malaysia;2019;1,06;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malaysia;2020;1,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malaysia;2021;1,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malaysia;2022;1,09;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malaysia;2023;1,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malaysia;2024;1,08;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2015;2,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2016;2,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2017;2,46;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2018;2,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2019;2,99;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2020;3,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2021;3,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2022;4,01;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2023;4,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mali;2024;4,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2015;0,51;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2016;0,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2017;0,53;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2018;0,57;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2019;0,52;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2020;0,66;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2021;0,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2022;0,57;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2023;0,63;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Malta;2024;0,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2015;3,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2016;3,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2017;3,32;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2018;3,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2019;3,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2020;3,46;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2021;3,47;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2022;3,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2023;3,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Marokko;2024;3,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2015;0,58;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2016;0,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2017;0,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2018;0,45;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2019;0,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2020;0,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2021;0,43;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2022;0,46;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2023;0,48;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mexiko;2024;0,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2015;0,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2016;0,39;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2017;0,43;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2018;0,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2019;0,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2020;0,39;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2021;0,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2022;0,37;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2023;0,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Moldau;2024;0,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2015;0,75;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2016;0,88;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2017;0,86;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2018;0,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2019;0,8;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2020;0,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2021;0,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2022;0,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2023;0,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mongolei;2024;0,75;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2015;1,58;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2016;1,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2017;1,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2018;1,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2019;1,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2020;1,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2021;1,77;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2022;1,62;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2023;1,93;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Montenegro;2024;2,16;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2015;0,93;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2016;0,93;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2017;0,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2018;0,87;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2019;0,91;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2020;0,95;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2021;0,95;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2022;0,92;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2023;0,91;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Mosambik;2024;0,92;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2015;4,06;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2016;3,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2017;3,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2018;3,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2019;3,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2020;3,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2021;4,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2022;3,77;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2023;3,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Myanmar;2024;4,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2015;1,39;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2016;1,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2017;1,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2018;1,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2019;1,49;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2020;1,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2021;1,31;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2022;1,22;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2023;1,21;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nepal;2024;1,23;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2015;1,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2016;1,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2017;1,21;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2018;1,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2019;1,48;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2020;1,54;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2021;1,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2022;1,28;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2023;1,32;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Neuseeland;2024;1,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2015;1,13;9897;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2016;1,15;10214;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2017;1,15;10551;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2018;1,21;11399;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2019;1,35;13010;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2020;1,42;13714;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2021;1,42;14270;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2022;1,44;14834;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2023;1,59;17005;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Niederlande;2024;1,77;19700;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2015;0,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2016;0,43;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2017;0,46;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2018;0,48;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2019;0,49;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2020;0,54;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2021;0,57;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2022;0,61;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2023;0,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nigeria;2024;0,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2015;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2016;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2017;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2018;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2019;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2020;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2021;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2022;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2023;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nord-Korea;2024;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2015;1,02;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2016;1,07;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2017;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2018;1,16;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2019;1,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2020;1,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2021;1,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2022;1,51;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2023;1,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Nordmazedonien;2024;1,87;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2015;1,51;6786;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2016;1,64;7345;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2017;1,67;7619;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2018;1,7;8004;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2019;1,86;8926;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2020;2,0;9497;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2021;1,84;9166;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2022;1,82;9334;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2023;1,84;9970;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Norwegen;2024;2,19;12200;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2015;0,63;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2016;0,64;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2017;0,65;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2018;0,68;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2019;0,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2020;0,77;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2021;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2022;0,63;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2023;0,67;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oesterreich;2024;0,71;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2015;15,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2016;16,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2017;12,28;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2018;10,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2019;9,76;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2020;10,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2021;8,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2022;6,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2023;5,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Oman;2024;5,47;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2015;3,47;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2016;3,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2017;3,51;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2018;4,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2019;3,94;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2020;3,58;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2021;3,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2022;3,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2023;4,02;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Pakistan;2024;3,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2015;1,15;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2016;1,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2017;1,14;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2018;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2019;1,05;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2020;1,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2021;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2022;1,07;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2023;1,08;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Paraguay;2024;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2015;1,58;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2016;1,67;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2017;1,64;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2018;1,61;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2019;1,69;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2020;1,91;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2021;1,61;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2022;1,37;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2023;1,26;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Peru;2024;1,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2015;1,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2016;1,24;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2017;1,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2018;1,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2019;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2020;1,07;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2021;1,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2022;1,29;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2023;1,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Philippinen;2024;1,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2015;2,21;10556;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2016;1,99;9934;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2017;1,91;10102;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2018;1,98;10999;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2019;2,0;11524;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2020;2,31;13152;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2021;2,39;14352;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2022;2,42;16024;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2023;3,9;29600;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Polen;2024;4,2;38000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2015;1,35;2869;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2016;1,31;2920;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2017;1,24;2897;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2018;1,3;3101;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2019;1,54;3765;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2020;1,71;4093;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2021;1,59;4019;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2022;1,44;3867;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2023;1,55;4413;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Portugal;2024;1,55;4620;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2015;1,23;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2016;1,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2017;1,32;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2018;1,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2019;1,33;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2020;1,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2021;1,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2022;1,24;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2023;1,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ruanda;2024;1,27;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2015;1,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2016;1,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2017;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2018;1,81;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2019;1,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2020;2,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2021;1,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2022;1,68;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2023;1,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Rumaenien;2024;2,26;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2015;4,01;60800;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2016;5,28;69200;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2017;4,17;61500;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2018;3,83;61400;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2019;3,75;65600;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2020;4,22;72000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2021;4,07;71900;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2022;4,05;86300;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2023;5,91;109000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Russland;2024;7,11;149000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2015;5,51;80761;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2016;8,23;100000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2017;6,78;83200;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2018;6,11;82900;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2019;5,97;83000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2020;5,63;73500;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2021;5,57;77700;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2022;5,9;85000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2023;4,0;75800;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Saudi-Arabien;2024;6,14;80000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2015;1,12;5714;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2016;1,13;5989;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2017;1,01;5651;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2018;1,02;5844;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2019;1,05;6146;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2020;1,21;7024;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2021;1,3;7736;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2022;1,32;8200;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2023;1,6;10040;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweden;2024;2,0;12000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2015;0,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2016;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2017;0,7;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2018;0,71;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
